Date,Temperature(Deg C),Specific Conductance(uS/m),Dissolved Oxygen(mg/L),pH(SU),Oxidation-Reduction Potential(mV),Turbidity(NTU),Chlorophyll a (ug/L)
11/01/18,17.36,159,8.71,7.70,385.88,2.53,0.5
11/02/18,17.24,161,8.76,7.72,385.79,2.41,0.5
11/03/18,17.23,162,8.70,7.72,390.37,2.39,0.5
11/04/18,16.85,160,8.92,7.76,386.48,2.50,0.5
11/05/18,16.75,160,8.98,7.76,388.95,2.44,0.5
11/06/18,16.71,161,9.00,7.76,386.33,2.42,0.5
11/07/18,16.44,160,9.07,7.77,386.09,2.50,0.5
11/08/18,16.17,156,9.08,7.76,386.69,2.67,0.6
11/09/18,15.69,156,9.14,7.75,386.48,2.54,0.5
11/10/18,14.86,154,9.32,7.76,390.18,2.45,0.5
11/11/18,14.33,155,9.28,7.73,398.26,2.34,0.5
11/12/18,13.71,156,9.37,7.74,398.37,2.30,0.5
11/13/18,12.83,158,9.73,7.78,393.71,2.27,0.5
11/14/18,11.86,159,10.07,7.84,394.28,2.28,0.5
11/15/18,11.27,159,10.21,7.84,396.89,2.28,0.5
11/16/18,10.86,159,10.36,7.85,398.70,2.12,0.4
11/17/18,10.90,160,10.38,7.84,397.39,1.96,0.4
11/18/18,11.47,162,10.25,7.80,398.00,1.86,0.4
11/19/18,11.71,165,10.32,7.79,398.98,1.93,0.4
11/20/18,11.73,166,10.42,7.79,397.49,1.98,0.4
11/21/18,11.53,167,10.50,7.79,398.31,1.97,0.4
11/22/18,11.46,167,10.57,7.79,399.22,1.88,0.4
11/23/18,11.24,168,10.69,7.81,395.84,1.88,0.4
11/24/18,11.46,170,10.72,7.83,395.38,1.89,0.4
11/25/18,11.51,172,10.79,7.86,392.89,1.86,0.4
11/26/18,10.97,173,10.91,7.91,389.88,1.92,0.4
11/27/18,10.06,173,11.06,7.94,390.31,1.95,0.4
11/28/18,9.24,171,11.17,7.93,392.28,1.95,0.4
11/29/18,8.74,172,11.33,7.95,391.72,1.90,0.4
11/30/18,9.19,172,11.20,7.90,397.00,1.82,0.4
12/01/18,9.82,170,11.16,7.89,389.88,1.77,0.4
12/02/18,10.35,169,11.00,7.87,391.24,1.78,0.4
12/03/18,10.70,169,10.87,7.86,388.69,1.91,0.4
12/04/18,10.37,166,10.88,7.87,389.84,1.98,0.4
12/05/18,9.70,165,11.03,7.89,391.67,1.98,0.4
12/06/18,9.17,164,11.14,7.87,395.25,1.93,0.4
12/07/18,9.12,164,11.16,7.86,383.40,1.97,0.4
12/08/18,8.92,166,11.24,7.86,381.63,1.95,0.4
12/09/18,8.53,163,11.47,7.88,380.24,1.99,0.4
12/10/18,7.80,161,11.77,7.93,383.87,1.94,0.4
12/11/18,7.41,160,11.93,7.93,390.43,1.91,0.4
12/12/18,7.53,161,12.02,7.95,391.19,1.71,0.3
12/13/18,8.33,165,11.84,7.93,392.60,1.81,0.4
12/14/18,8.81,166,11.75,7.88,395.87,1.98,0.4
12/15/18,9.08,165,11.78,7.86,394.88,2.06,0.4
12/16/18,9.41,165,11.85,7.84,395.46,2.11,0.4
12/17/18,9.56,165,11.88,7.82,397.60,2.00,0.4
12/18/18,9.52,161,11.84,7.78,402.08,1.93,0.4
12/19/18,9.38,157,11.78,7.76,402.93,1.93,0.4
12/20/18,9.37,157,11.83,7.75,404.91,1.97,0.4
12/21/18,9.07,158,11.83,7.79,403.00,2.23,0.5
12/22/18,8.68,157,11.78,7.81,403.17,2.15,0.4
12/23/18,8.55,158,11.72,7.80,405.28,2.22,0.5
12/24/18,8.31,159,11.71,7.80,406.18,2.05,0.4
12/25/18,8.45,160,11.72,7.79,408.11,1.95,0.4
12/26/18,8.56,160,11.70,7.78,409.64,1.87,0.4
12/27/18,8.79,161,11.67,7.82,405.29,2.00,0.4
12/28/18,9.29,161,11.56,7.83,408.73,2.10,0.4
12/29/18,9.28,160,11.54,7.83,408.33,2.21,0.5
12/30/18,9.15,158,11.54,7.82,411.45,2.19,0.5
12/31/18,9.34,158,11.67,7.82,408.67,2.14,0.4
01/01/19,9.82,164,11.88,7.83,398.92,2.35,0.5
01/02/19,9.86,161,11.89,7.82,400.80,2.53,0.5
01/03/19,9.97,156,11.82,7.76,400.98,2.62,0.6
01/04/19,10.11,150,11.67,7.70,403.46,2.82,0.6
01/05/19,10.07,145,11.53,7.63,398.80,2.72,0.6
01/06/19,10.25,143,11.55,7.63,400.91,2.70,0.6
01/07/19,10.35,142,11.55,7.61,400.78,2.55,0.5
01/08/19,11.02,142,11.31,7.54,395.29,2.73,0.6
01/09/19,10.72,143,11.39,7.63,397.31,2.67,0.6
01/10/19,9.91,140,11.37,7.66,396.55,2.57,0.5
01/11/19,9.34,143,11.46,7.68,400.42,2.59,0.5
01/12/19,9.13,140,11.44,7.65,402.60,2.58,0.6
01/13/19,9.22,142,11.42,7.61,405.09,2.58,0.5
01/14/19,8.93,141,11.47,7.63,405.45,2.56,0.5
01/15/19,8.53,139,11.46,7.65,407.21,2.54,0.5
01/16/19,8.43,139,11.54,7.66,407.62,2.40,0.5
01/17/19,8.59,141,11.62,7.66,407.45,2.35,0.5
01/18/19,8.77,144,11.67,7.68,407.33,2.28,0.5
01/19/19,8.79,140,11.70,7.71,404.74,2.71,0.6
01/20/19,8.10,141,11.88,7.80,399.17,2.70,0.6
01/21/19,7.37,143,11.98,7.82,396.75,2.36,0.5
01/22/19,6.95,143,12.13,7.83,398.40,2.54,0.5
01/23/19,7.55,137,12.01,7.80,400.49,3.09,0.7
01/24/19,7.53,140,12.13,7.81,396.44,3.05,0.7
01/25/19,7.22,142,12.33,7.82,395.67,2.80,0.6
01/26/19,7.07,144,12.45,7.84,393.99,2.40,0.5
01/27/19,7.56,148,12.52,7.84,395.69,2.40,0.5
01/28/19,7.71,149,12.52,7.81,396.47,2.43,0.5
01/29/19,7.32,148,12.55,7.83,394.80,2.74,0.6
01/30/19,6.64,147,12.69,7.84,394.12,2.65,0.6
01/31/19,6.12,148,12.80,7.85,396.02,2.51,0.5
02/01/19,6.34,151,12.86,7.83,397.53,2.36,0.5
02/02/19,6.74,143,12.88,7.80,399.03,2.25,0.5
02/03/19,7.21,138,12.81,7.76,398.35,2.28,0.5
02/04/19,7.63,135,12.63,7.72,403.52,2.33,0.5
02/05/19,7.99,133,12.43,7.67,409.43,2.41,0.5
02/06/19,8.55,126,12.13,7.66,412.06,2.41,0.5
02/07/19,9.15,129,11.95,7.63,412.62,2.45,0.5
02/08/19,9.19,134,11.83,7.65,410.09,2.32,0.5
02/09/19,9.02,131,11.59,7.68,412.88,2.45,0.5
02/10/19,8.75,122,11.41,7.63,416.65,3.07,0.7
02/11/19,8.46,120,11.49,7.65,415.88,2.79,0.6
02/12/19,8.48,116,11.59,7.64,412.30,2.74,0.6
02/13/19,8.63,115,11.63,7.63,409.81,2.69,0.6
02/14/19,8.49,110,11.64,7.64,391.38,2.74,0.6
02/15/19,8.90,115,11.54,7.66,388.69,2.82,0.6
02/16/19,8.86,118,11.45,7.67,388.82,2.79,0.6
02/17/19,8.98,125,11.38,7.69,388.58,2.70,0.6
02/18/19,9.05,136,11.60,7.76,381.10,2.50,0.5
02/19/19,8.75,143,11.75,7.81,380.29,2.26,0.5
02/20/19,8.59,143,11.84,7.83,379.74,2.25,0.5
02/21/19,8.86,153,11.89,7.84,378.59,2.35,0.5
02/22/19,9.11,156,11.97,7.84,378.71,2.53,0.5
02/23/19,9.27,150,11.87,7.80,378.99,2.79,0.6
02/24/19,9.61,143,11.74,7.76,376.34,3.55,0.8
02/25/19,9.43,135,11.47,7.62,372.12,3.90,0.9
04/07/19,,,,,,,
04/08/19,,,,,,,
04/09/19,,,,,,,
04/10/19,,,,,,,
04/11/19,,,,,,,
04/12/19,,,,,,,
04/13/19,,,,,,,
04/14/19,,,,,,,
04/15/19,,,,,,,
04/16/19,,,,,,,
04/17/19,,,,,,,
04/18/19,,,,,,,
04/19/19,,,,,,,
04/20/19,,,,,,,
04/21/19,,,,,,,
07/08/19,,,,,,,
07/11/19,30.57,139,8.92,7.71,285.89,3.48,7.8
07/12/19,30.60,140,7.95,7.63,291.28,2.78,5.5
07/13/19,30.80,138,8.08,7.57,299.68,2.97,5.2
07/14/19,30.23,137,7.05,7.35,314.71,4.11,4.4
07/15/19,29.67,138,7.09,7.34,314.47,5.83,4.6
07/16/19,29.06,139,6.93,7.35,314.69,6.55,4.2
07/17/19,28.93,141,6.96,7.36,313.98,5.62,3.7
07/18/19,29.08,139,7.72,7.46,313.89,5.86,6.1
07/19/19,28.84,137,7.56,7.44,316.80,7.11,4.6
07/20/19,29.17,134,7.93,7.50,315.64,7.25,5.9
07/21/19,29.41,135,8.33,7.56,313.44,7.00,6.2
07/22/19,29.34,138,7.71,7.50,314.58,6.27,5.6
07/23/19,28.90,141,8.09,7.57,314.25,6.24,5.5
07/24/19,28.60,139,8.22,7.58,315.14,5.84,5.8
07/25/19,28.37,136,8.67,7.66,311.74,5.82,6.1
07/26/19,28.47,134,9.14,7.73,308.90,5.65,6.0
07/27/19,28.62,133,9.54,7.75,308.45,5.38,5.7
07/28/19,28.72,133,9.34,7.63,315.33,4.87,4.6
07/29/19,28.72,133,9.21,7.56,321.31,4.89,5.8
07/30/19,28.56,135,9.20,7.55,321.02,4.79,5.5
07/31/19,28.94,136,9.81,7.79,296.82,3.50,6.2
08/01/19,29.03,138,9.90,7.82,294.02,2.67,7.3
08/02/19,28.98,138,9.89,7.82,297.56,2.89,8.4
08/03/19,29.43,136,9.54,7.79,295.67,2.42,5.8
08/04/19,29.49,134,7.97,7.54,300.79,2.39,4.6
08/05/19,29.72,134,7.54,7.41,303.31,2.30,3.5
08/06/19,29.69,134,9.01,7.61,306.36,2.28,4.6
08/07/19,29.45,137,9.37,7.66,306.61,2.30,5.7
08/08/19,29.56,135,9.61,7.71,308.68,2.25,6.1
08/09/19,29.46,136,9.21,7.55,317.05,2.47,5.5
08/10/19,29.63,138,9.32,7.60,315.90,2.79,5.7
08/11/19,29.94,139,9.22,7.54,319.96,3.01,5.3
08/12/19,29.89,139,8.44,7.40,328.54,3.14,4.4
08/13/19,30.42,138,8.70,7.50,321.23,3.38,4.9
08/14/19,30.35,140,8.51,7.46,321.81,3.39,5.5
08/15/19,30.19,140,7.86,7.36,324.71,3.52,5.1
08/16/19,30.02,138,6.88,7.25,323.86,3.91,3.3
08/17/19,30.30,137,6.83,7.28,315.86,3.66,2.4
08/18/19,30.40,137,7.16,7.31,315.47,3.55,2.6
08/19/19,30.91,138,8.10,7.46,316.39,3.21,2.9
08/20/19,30.97,139,7.81,7.40,318.61,3.53,3.4
08/21/19,30.62,141,7.01,7.33,319.72,3.16,2.4
08/22/19,30.27,140,6.96,7.31,328.18,3.75,3.2
08/23/19,29.92,141,6.45,7.26,328.06,3.53,2.8
08/24/19,29.55,139,7.14,7.32,332.58,3.70,3.1
08/25/19,29.25,139,7.01,7.30,334.08,4.11,2.8
08/26/19,28.77,139,6.94,7.27,335.96,4.92,2.3
08/27/19,28.47,140,7.12,7.34,337.42,4.27,1.9
08/28/19,28.16,141,7.51,7.40,333.29,4.53,2.7
08/29/19,28.07,142,7.39,7.39,333.07,4.47,2.7
08/30/19,28.12,140,8.56,7.64,316.15,4.21,3.7
08/31/19,28.18,145,8.49,7.57,318.98,4.12,4.1
09/01/19,28.62,145,9.50,7.85,303.92,4.24,5.0
09/02/19,28.98,147,10.22,8.05,289.07,3.61,7.0
09/03/19,29.44,147,8.90,7.77,299.86,3.18,4.0
09/04/19,29.73,144,8.87,7.84,295.39,3.20,3.4
09/05/19,28.79,148,8.25,7.55,317.28,3.67,5.3
09/06/19,28.72,148,7.43,7.44,319.86,3.39,4.7
09/07/19,28.82,148,8.86,7.70,312.90,3.53,7.5
09/08/19,28.64,147,8.95,7.71,312.37,3.60,7.7
09/09/19,28.88,147,8.14,7.53,320.95,3.35,4.8
09/10/19,28.61,146,6.87,7.32,328.68,3.56,3.2
09/11/19,28.65,146,6.90,7.33,329.93,3.86,3.4
09/12/19,29.32,145,7.15,7.36,328.07,3.70,3.4
09/13/19,29.27,144,7.94,7.43,329.60,3.80,5.0
09/14/19,29.17,144,9.15,7.67,316.28,3.62,8.7
09/15/19,29.15,144,8.14,7.53,322.46,3.59,5.6
09/16/19,29.36,144,6.95,7.38,323.86,2.85,3.8
09/17/19,29.45,144,7.54,7.52,315.60,2.83,4.9
09/18/19,29.31,144,7.06,7.39,322.97,2.90,5.8
09/19/19,29.17,145,6.27,7.27,319.17,3.34,3.6
09/20/19,28.78,145,6.74,7.30,325.73,4.77,3.4
09/21/19,28.50,150,7.16,7.36,330.65,4.48,4.0
09/22/19,28.22,153,7.11,7.37,338.59,4.06,3.2
09/23/19,27.99,153,7.88,7.47,332.62,4.33,4.8
09/24/19,27.71,157,7.64,7.47,330.59,3.43,4.4
09/25/19,27.10,158,7.66,7.47,332.51,3.88,4.9
09/26/19,26.80,159,7.41,7.44,330.01,4.03,3.8
09/27/19,26.46,160,7.76,7.49,333.75,4.58,3.1
09/28/19,26.40,159,7.80,7.50,332.50,4.38,3.7
09/29/19,26.65,159,7.94,7.52,329.07,4.46,4.5
09/30/19,26.84,159,8.14,7.55,328.01,4.56,5.1
10/01/19,27.10,159,8.63,7.63,323.61,4.15,6.2
10/02/19,27.38,159,9.18,7.77,315.95,3.98,7.7
10/03/19,27.63,162,10.30,8.06,298.22,3.93,12.2
10/04/19,26.88,164,9.15,7.73,319.18,4.17,9.4
10/05/19,26.60,165,8.33,7.64,319.71,3.44,6.4
10/06/19,26.13,165,7.98,7.53,320.81,4.76,5.2
10/07/19,25.57,165,8.19,7.55,328.22,4.65,3.8
10/08/19,24.82,164,8.40,7.60,324.76,4.25,4.1
10/09/19,24.59,165,8.48,7.62,319.89,3.57,3.7
10/10/19,24.09,163,9.08,7.67,321.37,5.37,4.5
10/11/19,23.77,162,9.09,7.65,330.91,5.77,3.8
10/12/19,23.02,164,9.06,7.68,325.74,4.68,3.5
10/13/19,22.34,166,8.82,7.64,328.34,4.55,3.1
10/14/19,22.15,167,9.27,7.71,325.04,4.36,3.2
10/15/19,21.75,169,9.54,7.72,324.41,4.86,4.7
10/16/19,21.24,169,9.86,7.72,326.79,6.11,3.9
10/17/19,20.67,172,9.89,7.77,325.83,5.44,4.0
10/18/19,20.29,173,9.76,7.75,326.87,5.45,3.5
10/19/19,19.81,173,9.98,7.76,327.91,6.13,2.6
10/20/19,19.93,173,9.67,7.71,328.86,5.74,2.0
10/21/19,19.76,172,10.08,7.75,334.56,7.21,2.2
10/22/19,19.52,172,9.96,7.75,332.34,6.43,2.0
10/23/19,18.99,171,10.24,7.78,332.95,6.80,2.2
10/24/19,18.81,170,10.46,7.81,327.03,6.60,2.6
10/25/19,18.53,168,10.30,7.77,331.86,6.60,2.7
10/26/19,18.30,166,10.27,7.76,332.20,7.65,2.3
10/27/19,18.38,166,10.18,7.74,329.65,7.44,2.2
10/28/19,18.23,168,10.02,7.72,331.29,7.08,2.0
10/29/19,18.36,175,9.99,7.73,329.37,7.17,2.0
10/30/19,18.29,177,9.98,7.72,330.66,8.00,2.1
10/31/19,17.70,171,10.23,7.73,335.19,8.91,2.1
11/01/19,16.92,169,10.37,7.78,333.29,7.83,2.2
11/02/19,16.46,169,10.46,7.77,329.60,7.85,1.9
11/03/19,15.81,170,10.75,7.79,327.61,7.38,1.6
11/04/19,15.50,171,10.87,7.79,327.00,7.23,1.5
11/05/19,15.43,172,11.05,7.80,325.83,7.00,1.6
11/06/19,15.13,172,11.13,7.80,328.86,6.41,1.7
11/07/19,14.98,172,11.31,7.75,327.46,7.31,1.8
11/08/19,14.26,171,11.62,7.81,323.52,6.92,1.9
11/09/19,13.79,171,11.68,7.83,325.36,6.96,1.7
11/10/19,13.42,173,11.88,7.86,323.15,6.76,1.9
11/11/19,13.26,173,12.07,7.84,325.33,7.00,2.3
11/12/19,11.97,175,12.74,7.93,320.76,7.01,2.0
11/13/19,10.99,177,12.96,8.00,320.44,6.46,1.8
11/14/19,10.74,178,13.06,8.03,317.83,6.36,1.9
11/15/19,10.52,180,13.14,8.03,313.83,5.94,2.0
11/16/19,10.25,178,13.28,8.05,311.50,4.93,2.5
11/17/19,10.12,180,13.28,8.04,310.22,4.63,2.3
11/18/19,10.10,182,13.27,8.03,309.98,4.30,2.2
11/19/19,10.07,181,13.36,8.03,310.25,4.30,2.4
11/20/19,10.45,181,13.33,8.02,307.36,3.44,2.2
11/21/19,10.44,181,13.36,8.02,308.19,3.55,2.0
11/22/19,10.86,184,13.17,8.01,307.40,3.59,2.1
11/23/19,10.98,186,13.11,8.00,311.63,3.76,2.2
11/24/19,10.90,187,13.12,8.02,310.15,3.81,2.2
11/25/19,10.85,186,13.27,8.04,303.63,3.94,2.1
11/26/19,10.87,185,13.31,8.05,303.13,4.27,2.1
11/27/19,11.30,186,13.23,8.05,301.33,5.05,1.8
11/28/19,11.35,185,13.19,8.02,307.38,5.04,2.1
11/29/19,11.39,183,13.08,8.00,312.29,4.89,2.6
11/30/19,11.43,180,13.02,7.98,302.89,4.77,2.2
12/01/19,11.44,179,13.08,7.96,308.01,6.04,2.0
12/02/19,11.06,177,13.16,7.92,311.36,7.83,2.1
12/03/19,10.53,171,13.12,7.92,311.49,7.33,2.4
12/04/19,10.39,174,13.25,7.93,311.24,7.36,2.0
12/05/19,10.52,178,13.27,7.93,312.42,7.48,1.8
12/06/19,10.88,175,13.08,7.87,317.61,8.97,1.9
12/07/19,10.90,173,13.31,7.87,319.24,8.82,2.0
12/08/19,10.81,170,13.47,7.88,316.34,8.03,2.1
12/09/19,11.14,167,13.52,7.90,315.16,7.90,1.9
12/10/19,11.19,169,13.56,7.90,319.30,10.42,2.0
12/11/19,10.86,169,13.53,7.92,317.48,8.35,2.0
12/12/19,10.52,167,13.55,7.91,314.57,7.84,2.0
12/13/19,10.46,166,13.56,7.88,318.94,7.33,1.9
12/14/19,10.49,165,13.63,7.86,319.92,7.54,1.8
12/15/19,10.29,163,13.60,7.81,315.62,7.60,1.9
12/16/19,10.19,162,13.78,7.86,315.90,7.69,2.0
12/17/19,9.72,161,13.97,7.87,315.12,8.79,1.9
12/18/19,9.34,161,14.01,7.92,316.88,7.64,1.9
12/19/19,8.79,157,14.03,7.92,314.50,9.53,1.9
12/20/19,8.72,156,14.06,7.88,315.74,8.93,2.0
12/21/19,9.00,156,14.06,7.86,318.96,7.42,2.1
12/22/19,9.32,156,13.95,7.82,321.47,7.79,2.2
12/23/19,9.50,156,14.08,7.83,317.91,7.70,2.2
12/24/19,9.65,157,14.19,7.86,315.49,6.54,2.0
12/25/19,9.83,158,14.25,7.86,314.86,6.29,1.9
12/26/19,10.32,160,14.22,7.88,317.02,6.45,1.8
12/27/19,10.71,160,14.15,7.88,320.49,6.99,1.6
12/28/19,11.06,159,14.09,7.88,319.54,8.20,1.8
12/29/19,11.55,161,13.96,7.91,316.67,9.16,1.8
12/30/19,11.30,160,13.89,7.93,319.52,11.12,1.9
12/31/19,10.83,160,13.91,7.96,316.48,12.34,2.0
01/01/20,10.22,160,13.88,7.91,317.32,11.49,1.9
01/02/20,10.18,158,13.90,7.94,318.86,13.35,1.9
01/03/20,10.70,153,13.89,7.86,324.57,15.53,2.2
01/04/20,10.82,151,14.05,7.82,326.24,19.64,2.4
01/05/20,10.40,148,14.03,7.84,323.13,14.79,2.3
01/06/20,10.50,148,14.00,7.82,323.40,15.92,2.2
01/07/20,10.67,145,13.92,7.79,323.75,17.97,2.4
01/08/20,10.59,145,13.99,7.80,324.05,16.05,2.3
01/09/20,10.23,142,14.04,7.81,323.17,18.08,2.4
01/10/20,10.55,142,14.08,7.88,320.54,19.86,2.5
01/11/20,11.24,143,13.90,7.93,320.89,23.46,2.8
01/12/20,11.09,141,13.86,7.94,318.69,16.07,2.7
01/13/20,11.00,143,14.05,7.89,316.74,15.94,2.4
01/14/20,11.16,138,14.02,7.82,319.89,16.83,2.3
01/15/20,11.55,133,13.85,7.77,323.59,16.64,2.2
01/16/20,11.56,133,13.96,7.77,320.04,17.48,2.3
01/17/20,10.93,131,14.03,7.82,320.75,15.30,2.5
01/18/20,10.60,129,13.97,7.87,319.29,18.25,2.2
01/19/20,10.47,132,14.00,7.89,315.82,18.41,2.2
01/20/20,9.76,132,14.06,7.92,316.21,15.16,2.2
01/21/20,9.23,133,14.25,7.91,316.43,13.20,2.0
01/22/20,8.80,134,14.37,7.90,316.89,12.03,2.0
01/23/20,8.80,133,14.42,7.89,317.13,12.16,2.1
01/24/20,8.86,134,14.48,7.89,319.45,10.64,2.1
01/25/20,8.56,135,14.56,7.91,319.43,10.17,2.0
01/26/20,8.33,135,14.67,7.90,318.15,9.89,2.1
01/27/20,8.54,135,14.74,7.87,314.37,9.72,2.1
01/28/20,8.53,135,14.83,7.88,315.76,8.66,2.2
01/29/20,8.54,139,14.94,7.90,314.97,8.09,2.2
01/30/20,8.51,143,15.04,7.92,314.73,7.76,2.1
01/31/20,8.41,144,15.04,7.92,315.65,7.08,2.1
02/01/20,8.38,144,15.02,7.92,313.86,6.85,1.9
02/02/20,8.31,143,14.93,7.94,308.36,6.63,1.9
02/03/20,8.74,144,14.80,7.98,302.51,6.76,1.7
02/04/20,9.30,143,14.55,7.98,301.65,7.14,1.8
02/05/20,9.37,150,14.49,7.98,304.98,6.48,1.7
02/06/20,9.28,151,14.32,8.01,305.85,7.57,2.1
02/07/20,8.82,151,14.26,8.04,307.14,9.40,1.8
02/08/20,8.70,152,14.42,8.04,312.96,15.40,1.8
02/09/20,9.27,150,14.53,8.01,317.40,26.55,2.2
02/10/20,10.21,149,14.43,8.03,321.05,29.27,2.7
02/11/20,10.31,144,14.33,8.02,319.43,26.55,3.1
02/12/20,10.09,137,14.28,7.96,319.49,25.48,2.9
02/13/20,9.95,135,14.34,7.91,323.09,33.70,3.2
02/14/20,9.07,133,14.41,7.94,319.41,33.21,3.0
02/15/20,8.83,128,14.45,7.90,320.17,33.75,2.8
02/16/20,9.57,122,14.39,7.81,326.07,34.64,2.9
02/17/20,10.17,120,14.40,7.77,326.46,34.31,2.8
02/18/20,10.66,118,14.34,7.78,325.66,30.28,2.8
02/19/20,10.24,116,14.28,7.81,320.09,23.48,2.6
02/20/20,9.95,116,14.32,7.82,316.87,21.28,2.6
02/21/20,9.23,116,14.40,7.87,315.62,19.29,2.5
02/22/20,9.07,116,14.38,7.84,320.97,18.71,2.4
02/25/20,,,,,,,
02/26/20,9.42,116,14.49,7.73,319.27,19.42,2.3
02/27/20,9.06,117,14.59,7.86,316.58,16.47,2.3
02/28/20,9.04,119,14.58,7.85,314.93,13.55,2.3
02/29/20,9.17,120,14.64,7.85,314.58,11.70,2.5
03/01/20,9.31,119,14.53,7.86,311.09,11.40,2.4
03/02/20,9.94,121,14.46,7.90,307.27,11.37,2.1
03/03/20,10.63,124,14.48,7.91,306.62,10.61,0.0
03/04/20,11.09,126,14.44,7.92,308.87,9.79,0.0
03/05/20,11.30,130,14.44,7.93,309.36,9.51,0.0
03/06/20,11.05,135,14.48,7.95,307.77,12.79,0.0
03/07/20,10.90,132,14.27,8.01,304.83,10.01,0.0
03/08/20,11.05,136,14.25,8.02,302.77,10.25,0.0
03/09/20,11.36,136,14.14,8.04,302.36,10.83,0.0
03/10/20,11.79,144,14.12,8.06,304.72,9.86,0.0
03/11/20,11.91,129,12.49,7.81,278.66,7.49,0.8
03/12/20,12.24,125,11.58,7.62,268.79,6.41,1.4
03/13/20,12.56,128,11.52,7.65,274.14,7.90,1.5
03/14/20,12.37,129,11.46,7.67,279.04,6.31,1.6
03/15/20,12.03,130,11.41,7.69,282.51,6.07,1.7
03/16/20,11.67,131,11.43,7.69,286.31,6.33,1.7
03/17/20,11.86,131,11.47,7.69,286.42,6.41,1.4
03/18/20,12.24,130,11.45,7.67,291.24,6.40,1.4
03/19/20,12.85,127,11.26,7.63,294.35,7.55,1.3
03/20/20,13.43,125,11.20,7.61,296.95,10.02,1.4
03/21/20,13.39,122,11.08,7.62,295.71,8.77,1.6
03/22/20,13.21,118,10.99,7.61,298.23,7.72,1.7
03/23/20,13.44,116,10.92,7.57,298.78,7.88,1.5
03/24/20,13.57,115,10.79,7.53,303.93,9.12,1.6
03/25/20,13.88,112,10.75,7.53,303.51,9.87,1.6
03/26/20,14.29,116,10.82,7.54,305.25,12.01,1.5
03/27/20,15.10,121,10.79,7.54,306.61,10.58,1.4
03/28/20,15.92,123,10.63,7.53,307.60,12.62,1.5
03/29/20,16.53,124,10.48,7.54,303.44,11.84,1.4
03/30/20,16.68,124,10.33,7.54,304.32,10.73,1.7
03/31/20,16.59,121,10.33,7.50,306.25,11.20,1.7
04/01/20,16.29,119,10.32,7.50,305.92,10.90,1.5
04/02/20,16.36,117,10.25,7.49,307.99,10.11,1.6
04/03/20,16.65,115,10.12,7.46,310.91,9.60,1.6
04/04/20,16.95,114,10.01,7.43,311.95,9.68,1.6
04/05/20,17.03,113,9.91,7.45,310.22,8.58,1.6
04/06/20,17.51,112,9.95,7.46,309.15,7.62,1.7
04/07/20,17.78,112,10.05,7.44,311.85,7.20,1.9
04/08/20,18.29,112,10.06,7.47,311.26,6.68,2.1
04/09/20,18.49,113,10.08,7.52,305.14,8.14,2.7
04/10/20,18.05,113,10.14,7.60,303.14,7.54,3.6
04/11/20,17.71,112,10.06,7.63,302.25,6.50,3.7
04/12/20,17.46,112,9.78,7.62,305.85,7.82,2.6
04/13/20,17.31,113,9.73,7.62,306.00,8.43,2.6
04/14/20,16.76,120,9.74,7.63,306.10,7.71,2.3
04/15/20,16.31,119,9.77,7.61,306.30,8.88,2.1
04/16/20,15.95,111,9.70,7.55,309.18,13.30,2.2
04/17/20,15.85,108,9.90,7.52,311.12,16.24,2.3
04/18/20,16.14,115,10.37,7.63,306.62,13.75,2.8
04/19/20,16.56,117,10.42,7.61,313.51,12.21,3.1
04/20/20,16.93,117,10.49,7.59,313.54,11.87,3.0
04/21/20,17.17,115,10.45,7.56,312.31,12.11,2.7
04/22/20,17.26,114,10.34,7.55,313.56,13.09,2.6
04/23/20,17.09,112,10.18,7.55,314.50,13.19,2.4
04/24/20,17.53,112,10.24,7.55,311.06,11.62,2.4
04/25/20,17.48,112,10.06,7.51,316.39,12.48,2.2
04/26/20,17.20,113,10.15,7.57,315.85,14.99,2.8
04/27/20,17.09,111,10.06,7.59,312.31,12.23,2.8
04/28/20,17.05,112,9.93,7.55,313.86,12.06,2.3
04/29/20,17.20,113,9.96,7.58,313.46,11.66,2.3
04/30/20,17.49,117,10.06,7.62,310.47,10.91,2.8
05/01/20,18.45,114,10.17,7.71,301.02,9.35,3.5
05/02/20,18.53,113,10.03,7.68,305.21,8.90,3.5
05/03/20,19.04,115,9.92,7.66,305.90,8.44,3.2
05/04/20,19.50,118,10.13,7.72,304.28,8.32,4.3
05/05/20,19.32,118,9.86,7.66,315.18,9.48,3.4
05/06/20,19.26,120,9.81,7.68,313.09,9.79,3.3
05/07/20,19.13,120,9.81,7.72,309.61,8.46,3.4
05/08/20,18.88,121,9.57,7.65,311.75,9.63,2.5
05/09/20,18.67,122,9.79,7.72,307.82,8.25,3.1
05/10/20,18.55,120,9.76,7.71,307.83,9.27,2.9
05/11/20,18.43,121,9.78,7.70,309.03,8.22,3.5
05/12/20,18.24,120,9.76,7.71,311.42,7.88,4.4
05/13/20,17.98,121,9.46,7.62,314.10,7.93,2.8
05/14/20,18.19,120,9.38,7.61,315.39,8.04,2.1
05/15/20,18.78,121,9.45,7.63,313.16,6.96,2.7
05/16/20,19.90,118,9.93,7.75,305.82,5.99,4.1
05/17/20,20.10,120,9.77,7.71,310.36,6.22,4.4
05/18/20,20.25,122,9.58,7.70,311.50,6.21,4.0
